Graph,QY Rhyme,GY Rhyme,GY Tone,GY fanqie,GY Baxter,Division,Kai/Hekou,QY Division,PingSheng Eq.,SBGY,MCI,MCF,MCT,Middle Chinese,MC/QY
期,之,之,平,渠之,gi,三,開,群,之,60.03,g-,-i,A,gi,kji
期,,,,,,,,,,,,,,,gji
雋,,獮,上,徂兖,dzwjenX,三,合,從,仙,293.13,,,,,dzjwänᴮ
蔥,,,,,,,,,,,tsh-,-uwng,A,tshuwng,tsʰuŋ
值,,志,去,直吏,driH,三,開,澄,之,356.28,dr-,-i,C,driH,
蘋,真,真,平,符眞,bjin (IV),三,開,並,真,104.35,,,,,
暮,,暮,去,莫故,muH,一,開,明,模,367.02,,,,,
崇,東,東,平,鋤弓,dzrjuwng,三,開,崇（牀二）,東,25.18,dzr-,-juwng,A,dzrjuwng,dẓjuŋ
瑙,,,,,,,,,,,,,,,
食,,志,去,羊吏,yiH,三,開,以（喻四）,之,357.51,zy-,-ik,D,zyik,dźjək
食,,職,入,乗力,zyik,三,開,船（牀三）,蒸,525.16,z-,-i,C,ziH,
條,蕭,蕭,平,徒聊,dew,四,開,定,蕭,144.50,d-,-ew,A,dew,dieu
條,,,,,,,,,,,d-,-ew,A,dew,tʰieu
苔,咍,咍,平,徒哀,doj,一,開,定,咍,99.14,,,,,dậi
擁,,腫,上,於隴,ʔjowngX,三,開,影,冬鍾,238.02,,,,,
繩,蒸,蒸,平,食陵,zying,三,開,船（牀三）,蒸,199.27,zy-,-ing,A,zying,dźjəŋ
日,,質,入,人質,nyit,三,開,日,真,468.13,ny-,-it,D,nyit,ńźjet
煦,虞,虞,平,況于,xju,三,開,曉,虞,74.21,,,,,xjwoŋᴮ
煦,,遇,去,香句,xjuH,三,開,曉,虞,365.05,,,,,xjuᴮ/ᶜ
煦,,麌,上,況羽,xjuX,三,開,曉,虞,263.02,,,,,
關,刪,刪,平,古還,kwæn,二,合,見,刪,127.24,k-,-waen,A,kwaen,kwan
關,,,,,,,,,,,k-,-waen,A,kwaen,
宜,支,支,平,魚羈,ngje (III),三,開,疑,支,45.04,ng-,-je,A,ngje,
宜,,,,,,,,,,,ng-,-je,A,ngje,
新,真,真,平,息鄰,sin,三,開,心,真,102.05,s-,-in,A,sin,sjen
秋,尤,尤,平,七由,tshjuw,三,開,清,尤,204.08,tsh-,-juw,A,tshjuw,tsʰjəu
𥫗,,,,,,,,,,,,,,,
片,,霰,去,普麵,phenH,四,開,滂,先,408.42,ph-,-en,C,phenH,pʰienᶜ
沒,,沒,入,莫勃,mwot,一,合,明,魂,479.42,,,,,muət
沒,,,,,,,,,,,,,,,muət
沒,,,,,,,,,,,,,,,muət
沒,,,,,,,,,,,,,,,muət
連,仙,仙,平,力延,ljen,三,開,來,仙,139.07,,,,,ljän
幃,微,微,平,雨非,hwjɨj,三,合,云（喻三）,微,63.51,,,,,
燈,登,登,平,都滕,tong,一,開,端,登,201.02,t-,-ong,A,tong,təŋ
領,,靜,上,良郢,ljiengX,三,開,來,清,318.22,l-,-jeng,B,ljengX,ljängᴮ
閣,,鐸,入,古落,kak,一,開,見,唐,506.25,k-,-ak,D,kak,
淨,,勁,去,疾政,dzjiengH,三,開,從,清,431.22,dz-,-jeng,C,dzjengH,dzjäŋᶜ
淨,耕,耕,平,楚耕,tsrhɛng,二,開,初（穿二）,耕,189.07,dz-,-jeng,C,dzjengH,
植,,志,去,直吏,driH,三,開,澄,之,356.29,dr-,-i,C,driH,"źjək,ḍiᶜ"
植,,職,入,常職,dzyik,三,開,常（禪三）,蒸,525.32,dr-,-i,C,driH,
植,,,,,,,,,,,dzy-,-ik,D,dzyik,
少,,笑,去,失照,syewH,三,開,書（審三）,宵,415.01,sy-,-jew,B,syewX,śjäuᴮ
少,,小,上,書沼,syewX,三,開,書（審三）,宵,297.27,sy-,-jew,C,syewH,śjäuᶜ
僮,東,東,平,徒紅,duwng,一,開,定,東,23.17,,,,,
獻,,薛,入,魚列,ngjet (III),三,開,疑,仙,498.03,s-,-a,A,sa,
獻,歌,歌,平,素何,sa,一,開,心,歌,159.27,x-,-jon,C,xjonH,
獻,,願,去,許建,xjonH,三,開,曉,元,398.45,,,,,
仍,蒸,蒸,平,如乗,nying,三,開,日,蒸,200.02,ny-,-ing,A,nying,ńźjəŋ
催,灰,灰,平,倉回,tshwoj,一,合,清,灰,97.39,tsh-,-woj,A,tshwoj,tsʰuậi
梅,灰,灰,平,莫杯,mwoj,一,合,明,灰,96.41,m-,-woj,A,mwoj,muậi
賤,,線,去,才線,dzjenH,三,開,從,仙,411.49,dz-,-jen,C,dzjenH,dzjänᶜ
玓,,錫,入,都歷,tek,四,開,端,青,521.44,,,,,
鄰,真,真,平,力珍,lin,三,開,來,真,103.28,l-,-in,A,lin,
輝,微,微,平,許歸,xwjɨj,三,合,曉,微,63.40,x-,-jw+j,A,xjw+j,
鴻,東,東,平,戸公,huwng,一,開,匣,東,30.40,h-,-uwng,A,huwng,ɣuŋ
鴻,,董,上,胡孔,huwngX,一,開,匣,東,236.38,,,,,
自,,至,去,疾二,dzijH,三,開,從,脂,355.48,dz-,-ij,C,dzijH,dziᶜ
自,,,,,,,,,,,dz-,-ij,C,dzijH,
坐,,過,去,徂卧,dzwaH,一,合,從,戈,420.52,dz-,-wa,C,dzwaH,dzuâᶜ
坐,,果,上,徂果,dzwaX,一,合,從,戈,306.37,dz-,-wa,B,dzwaX,dzuâᴮ
坐,,,,,,,,,,,dz-,-wa,B,dzwaX,
腕,,換,去,烏貫,ʔwanH,一,合,影,桓,402.46,,,,,Ɂuânᶜ
漢,,翰,去,呼旰,xanH,一,開,曉,寒,401.50,x-,-an,C,xanH,xânᶜ
漢,,,,,,,,,,,,,,,mjiet 4
梯,齊,齊,平,土雞,thej,四,開,透,齊,90.28,th-,-ej,A,thej,tʰiei
席,,昔,入,祥易,zjiek,三,開,邪,清,518.48,z-,-jek,D,zjek,zjäk
弟,,霽,去,特計,dejH,四,開,定,齊,371.47,d-,-ej,B,dejX,dieiᶜ
弟,,薺,上,徒禮,dejX,四,開,定,齊,269.16,,,,,dieiᴮ
照,,笑,去,之少,tsyewH,三,開,章（照三）,宵,413.35,tsy-,-jew,C,tsyewH,
互,,暮,去,胡誤,huH,一,開,匣,模,368.59,h-,-u,C,huH,
依,微,微,平,於希,ʔjɨj,三,開,影,微,65.50,-,-j+j,A,j+j,Ɂjei
衆,,,,,,,,,,,,,,,
王,陽,陽,平,雨方,hwjang,三,合,云（喻三）,陽,177.22,h-,-jwang,A,hjwang,jwaŋᶜ
王,,漾,去,于放,hwjangH,三,合,云（喻三）,陽,426.47,h-,-jwang,C,hjwangH,jwaŋ
邑,,緝,入,於汲,ʔip (III),三,開,影,侵,533.46,-,-ip,D,ip,Ɂjəp
電,,霰,去,堂練,denH,四,開,定,先,407.26,d-,-en,C,denH,dienᶜ
柝,,,,,,,,,,,,,,,
走,,候,去,則候,tsuwH,一,開,精,侯,439.13,ts-,-uw,B,tsuwX,tsəuᴮ
走,,厚,上,子苟,tsuwX,一,開,精,侯,327.30,,,,,
階,皆,皆,平,古諧,kɛj,二,開,見,皆,94.14,k-,-eaj,A,keaj,kăi
驤,陽,陽,平,息良,sjang,三,開,心,陽,175.20,,,,,
曰,,月,入,王伐,hwjot,三,合,云（喻三）,元,478.08,h-,-jwot,D,hjwot,jwɐt
使,,志,去,踈吏,sriH,三,開,生（審二）,之,357.41,sr-,-i,C,sriH,ṣiᶜ
使,,止,上,踈士,sriX,三,開,生（審二）,之,252.10,sr-,-i,B,sriX,
題,齊,齊,平,杜奚,dej,四,開,定,齊,88.04,,,,,
題,,霽,去,特計,dejH,四,開,定,齊,372.04,,,,,
瀛,清,清,平,以成,yieng,三,開,以（喻四）,清,190.34,,,,,
魄,,陌,入,普伯,phæk,二,開,滂,庚,511.51,ph-,-aek,D,phaek,pʰɐk
魄,,鐸,入,他各,thak,一,開,透,唐,506.08,,,,,
有,,有,上,云久,hjuwX,三,開,云（喻三）,尤,321.07,h-,-juw,B,hjuwX,jəuᴮ
逐,,屋,入,直六,drjuwk,三,開,澄,東,454.34,dr-,-juwk,D,drjuwk,ṭjuk
冷,青,青,平,郎丁,leng,四,開,來,青,196.41,,,,,"lieŋᴮ,lɐŋᴮ"
冷,,迥,上,力鼎,lengX,四,開,來,青,320.44,,,,,
冷,,梗,上,魯打,længX,二,開,來,庚,317.19,,,,,
念,,㮇,去,奴店,nemH,四,開,泥,添,444.29,n-,-em,C,nemH,niemᶜ
喧,元,元,平,況袁,xwjon,三,合,曉,元,115.05,,,,,
乃,,海,上,奴亥,nojX,一,開,泥,咍,274.16,n-,-oj,B,nojX,nậiᴮ
乃,,,,,,,,,,,,,,,nậiᴮ
轅,元,元,平,雨元,hwjon,三,合,云（喻三）,元,113.30,h-,-jwon,A,hjwon,
希,微,微,平,香衣,xjɨj,三,開,曉,微,65.38,x-,-j+j,A,xj+j,
黛,,代,去,徒耐,dojH,一,開,定,咍,389.37,,,,,
吹,支,支,平,昌垂,tsyhwe,三,合,昌（穿三）,支,43.08,tsyh-,-jwe,A,tsyhwe,tśʰjweᶜ
吹,,寘,去,尺僞,tsyhweH,三,合,昌（穿三）,支,348.25,tsyh-,-jwe,C,tsyhweH,tśʰjwe
華,麻,麻,平,戸花,hwæ,二,合,匣,麻,165.37,x-,-wae,A,xwae,Ɣwa
華,,禡,去,胡化,hwæH,二,合,匣,麻,423.35,h-,-wae,A,hwae,Ɣwa
華,麻,麻,平,呼瓜,xwæ,二,合,曉,麻,166.11,h-,-wae,C,hwaeH,
伊,脂,脂,平,於脂,ʔjij (IV),三,開,影,脂,54.31,-,-jij,A,jij,Ɂi 4
脩,尤,尤,平,息流,sjuw,三,開,心,尤,205.43,s-,-juw,A,sjuw,sjəu
樗,,,,,,,,,,,,,,,
物,,物,入,文弗,mjut,三,開,明,文,475.04,m-,-jut,D,mjut,mjuət
後,,候,去,胡遘,huwH,一,開,匣,侯,437.35,h-,-uw,C,huwH,Ɣəuᶜ
後,,厚,上,胡口,huwX,一,開,匣,侯,325.13,h-,-uw,B,huwX,Ɣəuᴮ
覽,,敢,上,盧敢,lamX,一,開,來,談,332.29,,,,,lâmᴮ
隨,支,支,平,旬爲,zwje,三,合,邪,支,43.34,z-,-jwe,A,zjwe,zwie
廣,,蕩,上,古晃,kwangX,一,合,見,唐,313.43,k-,-wang,C,kwangH,kwâŋᴮ
廣,,,,,,,,,,,k-,-wang,B,kwangX,
姿,脂,脂,平,即夷,tsij,三,開,精,脂,52.36,,,,,
扁,,銑,上,薄泫,benX,四,開,並,先,290.11,p-,-en,B,penX,pienᴮ
扁,,獮,上,符善,bjienX (IV),三,開,並,仙,294.52,,,,,pienᴮ
扁,,銑,上,方典,penX,四,開,幫,先,289.43,,,,,
扁,仙,仙,平,芳連,phjien (IV),三,開,滂,仙,139.25,,,,,
飽,,巧,上,博巧,pæwX,二,開,幫,肴,299.40,,,,,pauᴮ
仞,,震,去,而振,nyinH,三,開,日,真,392.19,,,,,
羊,陽,陽,平,與章,yang,三,開,以（喻四）,陽,170.09,y-,-jang,A,yang,jiaŋ
羊,,,,,,,,,,,,,,,jiaŋ
弓,東,東,平,居戎,kjuwng,三,開,見,東,25.40,k-,-juwng,A,kjuwng,kjuŋ
慷,,蕩,上,苦朗,khangX,一,開,溪,唐,315.05,,,,,
斷,,緩,上,徒管,dwanX,一,合,定,桓,286.29,d-,-wan,B,dwanX,duânᴮ
斷,,換,去,丁貫,twanH,一,合,端,桓,403.46,t-,-wan,C,twanH,"tuânᴮ,tuânᶜ"
斷,,緩,上,都管,twanX,一,合,端,桓,285.21,t-,-wan,B,twanX,
美,,旨,上,無鄙,mijX (III),三,開,明,脂,247.16,m-,-ij,B,mijX,mjiᴮ 3
舞,,麌,上,文甫,mjuX,三,開,明,虞,261.13,m-,-ju,B,mjuX,
蓬,東,東,平,薄紅,buwng,一,開,並,東,32.10,,,,,buŋ
酸,寒(+w),桓,平,素官,swan,一,合,心,桓,124.43,s-,-wan,A,swan,suân
戲,支,支,平,許羈,xje (III),三,開,曉,支,44.35,x-,-je,C,xjeH,xjeᶜ 3
戲,,寘,去,香義,xjeH (III),三,開,曉,支,348.28,,,,,
戲,模,模,平,荒烏,xu,一,開,曉,模,83.14,,,,,
裾,魚,魚,平,九魚,kjo,三,開,見,魚,67.03,,,,,
彌,支,支,平,武移,mjie (IV),三,開,明,支,48.36,m-,-jie,A,mjie,mjie 4
彌,,,,,,,,,,,m-,-jie,B,mjieX,
哉,咍,咍,平,祖才,tsoj,一,開,精,咍,100.29,ts-,-oj,A,tsoj,
哉,,,,,,,,,,,ts-,-oj,A,tsoj,
隴,,腫,上,力踵,ljowngX,三,開,來,冬鍾,237.45,l-,-jowng,B,ljowngX,
摘,,錫,入,他歷,thek,四,開,透,青,522.45,tr-,-eak,D,treak,
摘,,麥,入,陟革,trɛk,二,開,知,耕,515.29,,,,,
假,,禡,去,古訝,kæH,二,開,見,麻,421.38,k-,-ae,B,kaeX,kaᴮ
假,,馬,上,古疋,kæX,二,開,見,麻,308.10,k-,-ae,B,kaeX,kaᴮ
寧,青,青,平,奴丁,neng,四,開,泥,青,197.03,n-,-eng,A,neng,nieŋ
溜,,宥,去,力救,ljuwH,三,開,來,尤,436.05,,,,,ljəuᶜ
佳,佳,佳,平,古膎,kɛɨ,二,開,見,佳,92.52,k-,-ea,A,kea,kai
良,陽,陽,平,呂章,ljang,三,開,來,陽,171.33,l-,-jang,A,ljang,
塔,,盍,入,吐盍,thap,一,開,透,談,537.38,,,,,
傑,,薛,入,渠列,gjet (III),三,開,群,仙,497.21,g-,-jet,D,gjet,
半,,換,去,博慢?,panH,一,開,幫,桓,404.27,p-,-an,C,panH,puânᶜ
樂,,鐸,入,盧各,lak,一,開,來,唐,505.21,l-,-ak,D,lak,lâk
樂,,效,去,五敎,ngæwH,二,開,疑,肴,416.59,ng-,-aewk,D,ngaewk,ŋåk
樂,,覺,入,五角,ngæwk,二,開,疑,江,464.21,,,,,
此,,紙,上,雌氏,tshjeX,三,開,清,支,243.43,tsh-,-je,B,tshjeX,tsʰieᴮ
霞,麻,麻,平,胡加,hæ,二,開,匣,麻,167.06,,,,,
箔,,鐸,入,傍各,bak,一,開,並,唐,507.36,,,,,
蕙,,霽,去,胡桂,hwejH,四,合,匣,齊,373.50,,,,,
襃,,,,,,,,,,,,,,,
掃,,号,去,蘇到,sawH,一,開,心,豪,418.47,,,,,
掃,,晧,上,蘇老,sawX,一,開,心,豪,302.18,,,,,
碧,,昔,入,彼役,pjiek,三,開,幫,清,520.01,p-,-jaek,D,pjaek,
下,,禡,去,胡駕,hæH,二,開,匣,麻,422.48,h-,-ae,C,haeH,Ɣaᶜ
下,,馬,上,胡雅,hæX,二,開,匣,麻,308.24,h-,-ae,B,haeX,Ɣaᴮ
森,侵,侵,平,所今,srim,三,開,生（審二）,侵,220.17,,,,,ṣjəm
凝,蒸,蒸,平,魚陵,nging,三,開,疑,蒸,200.21,ng-,-ing,A,nging,ŋjəŋ
凝,,證,去,牛<飠夌>,ngingH,三,開,疑,蒸,433.30,,,,,
窗,,,,,,,,,,,,,,,
方,陽,陽,平,符方,bjang,三,開,並,陽,173.10,p-,-jang,A,pjang,pjwaŋ
方,陽,陽,平,府良,pjang,三,開,幫,陽,174.43,p-,-jang,A,pjang,pjwaŋ
方,,,,,,,,,,,p-,-jang,A,pjang,pjwaŋ
方,,,,,,,,,,,,,,,pjwaŋ
宇,,麌,上,王矩,hjuX,三,開,云（喻三）,虞,260.03,h-,-ju,B,hjuX,juᴮ
和,歌,戈,平,戸戈,hwa,一,合,匣,戈,163.43,h-,-wa,A,hwa,Ɣuâᶜ
和,,過,去,胡卧,hwaH,一,合,匣,戈,420.13,h-,-wa,C,hwaH,Ɣuâ
遊,尤,尤,平,以周,yuw,三,開,以（喻四）,尤,204.47,y-,-juw,A,yuw,
惄,,錫,入,奴歷,nek,四,開,泥,青,523.07,,,,,niek
涼,陽,陽,平,呂章,ljang,三,開,來,陽,172.04,l-,-jang,A,ljang,ljaŋ
涼,,漾,去,力讓,ljangH,三,開,來,陽,424.53,,,,,
古,,姥,上,公戸,kuX,一,開,見,模,265.39,k-,-u,B,kuX,kuoᴮ
四,,至,去,息利,sijH,三,開,心,脂,354.26,s-,-ij,C,sijH,
慨,,代,去,苦蓋,khojH,一,開,溪,咍,390.22,kh-,-oj,C,khojH,
爾,,紙,上,兒氏,nyeX,三,開,日,支,245.10,n-,-ej,B,nejX,ńźjeᴮ
爾,,,,,,,,,,,ny-,-je,B,nyeX,ńźjeᴮ
爾,,,,,,,,,,,ny-,-je,B,nyeX,ńźjeᴮ
啓,,,,,,,,,,,,,,,
萸,,,,,,,,,,,,,,,
佐,,箇,去,則箇,tsaH,一,開,精,歌,419.14,ts-,-a,C,tsaH,
羨,,線,去,于線？,yenH,三,開,以（喻四）,仙,412.04,z-,-jen,C,zjenH,"zjänᶜ,dzjänᶜ"
羨,脂,脂,平,以脂,yij,三,開,以（喻四）,脂,51.29,z-,-jen,C,zjenH,
羨,,線,去,似面,zjenH,三,開,邪,仙,411.52,,,,,
肥,微,微,平,符非,bjɨj,三,開,並,微,64.36,b-,-j+j,A,bj+j,bjwei
柳,,有,上,力久,ljuwX,三,開,來,尤,321.16,l-,-juw,B,ljuwX,
叫,,嘯,去,古弔,kewH,四,開,見,蕭,412.43,k-,-ew,C,kewH,
明,庚,庚,平,武兵,mjæng,三,開,明,庚,186.13,m-,-jaeng,A,mjaeng,mjwɐŋ
羣,文,文,平,渠云,gjun,三,開,群,文,111.20,g-,-jun,A,gjun,
虐,,藥,入,魚約,ngjak,三,開,疑,陽,502.35,ng-,-jak,D,ngjak,ŋjak
杯,灰,灰,平,布回,pwoj,一,合,幫,灰,98.23,p-,-woj,A,pwoj,
秦,真,真,平,匠鄰,dzin,三,開,從,真,104.19,dz-,-in,A,dzin,dzjen
釣,,嘯,去,多嘯,tewH,四,開,端,蕭,412.39,t-,-ew,C,tewH,tieuᶜ
隔,,麥,入,古核,kɛk,二,開,見,耕,515.13,k-,-eak,D,keak,kɛk
雞,齊,齊,平,古奚,kej,四,開,見,齊,89.05,k-,-ej,A,kej,kiei
光,唐,唐,平,古黃,kwang,一,合,見,唐,181.45,k-,-wang,A,kwang,kuâŋ
光,,宕,去,古曠,kwangH,一,合,見,唐,428.42,,,,,kuâŋ
寢,,寢,上,七稔,tshimX,三,開,清,侵,328.10,tsh-,-im,B,tshimX,tsʰjəmᴮ
巷,,絳,去,胡絳,hæwngH,二,開,匣,江,345.35,h-,-aewng,C,haewngH,Ɣåŋᶜ
小,,小,上,私兆,sjewX,三,開,心,宵,297.05,s-,-jew,B,sjewX,sjäuᴮ
蕭,蕭,蕭,平,蘇彫,sew,四,開,心,蕭,143.44,s-,-ew,A,sew,
蕭,,,,,,,,,,,s-,-ew,A,sew,
泓,耕,耕,平,烏宏,ʔwɛng,二,合,影,耕,189.55,,,,,
嘉,麻,麻,平,古牙,kæ,二,開,見,麻,166.32,k-,-ae,A,kae,ka
朝,宵,宵,平,直遙,drjew,三,開,澄,宵,147.16,dr-,-jew,A,drjew,ṭjäu
朝,宵,宵,平,陟遙,trjew,三,開,知,宵,147.11,tr-,-jew,A,trjew,
疊,,帖,入,徒協,dep,四,開,定,添,541.49,,,,,
死,,旨,上,息姊,sijX,三,開,心,脂,249.04,s-,-ij,B,sijX,siᴮ
慘,,感,上,七感,tshomX,一,開,清,覃,331.08,,,,,
歌,歌,歌,平,古俄,ka,一,開,見,歌,159.01,k-,-a,A,ka,kâ
冥,青,青,平,莫經,meng,四,開,明,青,197.26,m-,-eng,A,meng,mieŋ[ᴮ]
陵,蒸,蒸,平,力膺,ling,三,開,來,蒸,198.34,l-,-ing,A,ling,ljəŋ
亦,,昔,入,羊益,yiek,三,開,以（喻四）,清,517.05,y-,-jek,D,yek,jiäk
亦,,,,,,,,,,,y-,-jek,D,yek,
節,,屑,入,子結,tset,四,開,精,先,492.01,ts-,-et,D,tset,tsiet
益,,昔,入,伊昔,ʔjiek,三,開,影,清,516.46,-,-jiek,D,jiek,Ɂjiäk 4
玕,寒(-w),寒,平,古寒,kan,一,開,見,寒,123.02,,,,,
煮,,語,上,章与,tsyoX,三,開,章（照三）,魚,257.04,tsy-,-jo,B,tsyoX,tśjwoᴮ
聲,清,清,平,書盈,syieng,三,開,書（審三）,清,192.12,sy-,-jeng,A,syeng,śjäŋ
瑞,,寘,去,是僞,dzyweH,三,合,常（禪三）,支,349.19,,,,,
化,,禡,去,呼霸,xwæH,二,合,曉,麻,423.39,x-,-wae,C,xwaeH,xwaᶜ
丈,,養,上,直兩,drjangX,三,開,澄,陽,312.03,dr-,-jang,B,drjangX,ḍjaŋᴮ
丈,,,,,,,,,,,,,,,ḍjaŋᴮ
醉,,至,去,將遂,tswijH,三,合,精,脂,350.46,ts-,-wij,C,tswijH,tswiᶜ
羅,歌,歌,平,魯何,la,一,開,來,歌,160.50,l-,-a,A,la,lâ
菖,陽,陽,平,尺良,tsyhang,三,開,昌（穿三）,陽,173.35,,,,,
回,灰,灰,平,戸恢,hwoj,一,合,匣,灰,96.27,h-,-woj,A,hwoj,Ɣwậi
園,元,元,平,雨元,hwjon,三,合,云（喻三）,元,113.27,h-,-jwon,A,hjwon,jwɐn
泊,,鐸,入,傍各,bak,一,開,並,唐,507.34,,,,,
茲,,,,,,,,,,,,,,,tsi
也,,馬,上,羊者,yæX,三,開,以（喻四）,麻,307.40,y-,-jae,B,yaeX,jiaᴮ
敵,,錫,入,徒歷,dek,四,開,定,青,522.07,d-,-ek,D,dek,diek
央,陽,陽,平,於良,ʔjang,三,開,影,陽,177.26,-,-jang,A,jang,Ɂjaŋ
央,,,,,,,,,,,-,-jang,A,jang,
閩,真,真,平,武巾,min (III),三,開,明,真,105.48,m-,-in,A,min,mjen 3 (tone!) [GY]
閩,文,文,平,無分,mjun,三,開,明,文,109.45,,,,,
面,,線,去,彌箭,mjienH (IV),三,開,明,仙,409.47,m-,-jien,C,mjienH,mjiänᶜ 4
流,尤,尤,平,力求,ljuw,三,開,來,尤,203.11,l-,-juw,A,ljuw,ljəu
胡,模,模,平,戸吳,hu,一,開,匣,模,81.06,h-,-u,A,hu,Ɣuo
胡,,,,,,,,,,,,,,,Ɣuo
胡,,,,,,,,,,,,,,,Ɣuo
疾,,質,入,秦悉,dzit,三,開,從,真,470.21,dz-,-it,D,dzit,dzjet
疾,,,,,,,,,,,,,,,"dzjet,dziᶜ"
彼,,紙,上,甫委,pjeX (III),三,開,幫,支,241.20,p-,-je,B,pjeX,pjeᴮ 3
背,,隊,去,蒲昧,bwojH,一,合,並,灰,387.44,b-,-woj,C,bwojH,buậiᶜ
背,,隊,去,補妹,pwojH,一,合,幫,灰,389.30,p-,-woj,C,pwojH,puậiᶜ
軖,陽,陽,平,巨王,gwjang,三,合,群,陽,178.08,,,,,
沃,,沃,入,烏酷,ʔowk,一,開,影,冬,459.36,,,,,Ɂuok
售,,宥,去,承呪,dzyuwH,三,開,常（禪三）,尤,437.18,,,,,źjəuᶜ
儒,虞,虞,平,人朱,nyu,三,開,日,虞,75.16,,,,,
谷,,屋,入,古禄,kuwk,一,開,見,東,449.35,k-,-uwk,D,kuwk,kuk
谷,,屋,入,盧谷,luwk,一,開,來,東,451.16,,,,,juk
谷,,燭,入,余蜀,yowk,三,開,以（喻四）,鍾,462.35,,,,,juk
營,清,清,平,余傾,ywieng,三,合,以（喻四）,清,190.43,y-,-jweng,A,yweng,jiwäŋ 4
親,真,真,平,七人,tshin,三,開,清,真,102.26,tsh-,-in,A,tshin,tsʰjen
親,,震,去,七遴,tshinH,三,開,清,真,394.27,,,,,
構,,候,去,古候,kuwH,一,開,見,侯,439.23,,,,,
縣,先,先,平,胡涓,hwen,四,合,匣,先,136.28,h-,-wen,C,hwenH,Ɣienᶜ
縣,,霰,去,黃練,hwenH,四,合,匣,先,406.54,h-,-wen,A,hwen,
油,尤,尤,平,以周,yuw,三,開,以（喻四）,尤,204.28,,,,,jiəu
油,,宥,去,余救,yuwH,三,開,以（喻四）,尤,437.07,,,,,
毫,豪,豪,平,胡刀,haw,一,開,匣,豪,154.54,h-,-aw,A,haw,
暈,,問,去,王問,hjunH,三,開,云（喻三）,文,396.01,,,,,
絲,之,之,平,息兹,si,三,開,心,之,59.33,s-,-i,A,si,si
延,仙,仙,平,以然,yen,三,開,以（喻四）,仙,137.32,y-,-jen,A,yen,
延,,線,去,于線？,yenH,三,開,以（喻四）,仙,412.06,,,,,
暴,,号,去,薄報,bawH,一,開,並,豪,418.17,b-,-aw,C,bawH,buk
暴,,屋,入,蒲木,buwk,一,開,並,東,451.55,b-,-uwk,D,buwk,
心,侵,侵,平,息林,sim,三,開,心,侵,218.39,s-,-im,A,sim,sjəm
庭,青,青,平,特丁,deng,四,開,定,青,194.14,,,,,dieŋ
庭,,,,,,,,,,,,,,,dieŋ
潸,刪,刪,平,所姦,sræn,二,開,生（審二）,刪,127.21,,,,,"ṣănᴮ,ṣăn"
潸,,緩,上,數板,srænX,二,開,生（審二）,桓,286.35,,,,,
望,陽,陽,平,武方,mjang,三,開,明,陽,176.03,m-,-jang,A,mjang,mjwaŋᴬ/ᶜ
望,,漾,去,巫放,mjangH,三,開,明,陽,426.30,m-,-jang,C,mjangH,mjwaŋᴬ/ᶜ
亭,青,青,平,特丁,deng,四,開,定,青,194.20,d-,-eng,A,deng,dieŋ
折,齊,齊,平,杜奚,dej,四,開,定,齊,88.27,d-,-ej,C,dejH,źjät
折,,薛,入,常列,dzyet,三,開,常（禪三）,仙,497.50,dzy-,-jet,D,dzyet,tśjät
折,,薛,入,旨熱,tsyet,三,開,章（照三）,仙,497.40,tsy-,-jet,D,tsyet,
違,微,微,平,雨非,hwjɨj,三,合,云（喻三）,微,64.06,h-,-jw+j,A,hjw+j,jwei
講,,講,上,古項,kæwngX,二,開,見,江,240.05,k-,-aewng,B,kaewngX,
罔,,養,上,文兩,mjangX,三,開,明,陽,312.31,m-,-jang,B,mjangX,mjwaŋᴮ
罔,,,,,,,,,,,,,,,mjwaŋᴮ
亂,,換,去,郎段,lwanH,一,合,來,桓,403.39,l-,-wan,C,lwanH,luânᶜ
勤,殷,欣,平,巨斤,gjɨn,三,開,群,欣,112.25,g-,-j+n,A,gj+n,
莓,,宥,去,亡救,mjuwH,三,開,明,尤,437.24,,,,,
莓,灰,灰,平,莫杯,mwoj,一,合,明,灰,96.50,,,,,
莓,,隊,去,莫佩,mwojH,一,合,明,灰,387.55,,,,,
寡,,馬,上,古瓦,kwæX,二,合,見,麻,309.24,k-,-wae,B,kwaeX,kwaᴮ
茙,東,東,平,如融,nyuwng,三,開,日,東,25.33,ny-,-juwng,A,nyuwng,nźjuŋ
茙,,,,,,,,,,,,,,,ńźjuŋ
先,先,先,平,蘇前,sen,四,開,心,先,132.01,s-,-en,A,sen,sienᶜ
先,,霰,去,蘇佃,senH,四,開,心,先,406.29,s-,-en,C,senH,sien
虜,,姥,上,郎古,luX,一,開,來,模,265.12,,,,,
對,,隊,去,都隊,twojH,一,合,端,灰,388.19,t-,-woj,C,twojH,tuậiᶜ
悲,脂,脂,平,府眉,pij (III),三,開,幫,脂,57.26,p-,-ij,A,pij,pij 3
謐,,質,入,彌畢,mjit (IV),三,開,明,真,470.49,m-,-jit,D,mjit,
村,魂,魂,平,此尊,tshwon,一,合,清,魂,119.35,,,,,
醜,,有,上,昌九,tsyhuwX,三,開,昌（穿三）,尤,322.30,tsyh-,-juw,B,tsyhuwX,tśʰjəuᴮ
醜,,,,,,,,,,,tsyh-,-juw,B,tsyhuwX,
烻,,,,,,,,,,,,,,,
